item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L147_284,147,284,point,0.54,0.54,,2,,,,no,yes,Probing Results,,,,,,"the same model's answers on the same clips read 0.54,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_290,147,290,point,0.55,0.55,,2,,,,no,yes,Probing Results,,,,,,"0.55,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_296,147,296,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_305,147,305,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_467,147,467,point,0.86,0.86,,2,,,,no,yes,Probing Results,,,,,,the readable signal rises to 0.86 by the deep layers while,"On Alzheimer's the signal does not stop at the encoder: probing the language model's own stages at the audio-token positions, the readable signal rises to 0.86 by the deep layers while the answer stays where it was.",\subsectionProbing Results\labelsec:gap,,
L147_598,147,598,point,0.70,0.7,,2,,,,no,yes,Probing Results,,,,,,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe,","On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L147_759,147,759,range,0.82 to 0.88,0.82,0.88,2,2,,,no,yes,Probing Results,,,,,,the probe still holds 0.82 to 0.88 through every language-model stage.,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L147_829,147,829,integer,30,30.0,,0,,s,,no,yes,Probing Results,,,,,,"On depression at the 30 s window Qwen2-Audio accepts,","On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L147_881,147,881,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L147_903,147,903,point,0.65,0.65,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L149_111,149,111,range,0.75 to 0.92,0.75,0.92,2,2,,,no,no,Probing Results,,,,,,reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).,"Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,,
L149_152,149,152,range,0.77 to 0.88,0.77,0.88,2,2,,,no,no,Probing Results,,,,,,reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).,"Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,,
L149_314,149,314,integer,37,37.0,,0,,,,no,no,Probing Results,,,,,,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers),","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,
L149_333,149,333,point,0.11,0.11,,2,,,,no,no,Probing Results,,,,,,"from 0.11 [0.05,","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,
L149_339,149,339,interval,"0.05, 0.18",0.05,0.18,2,2,,,no,no,Probing Results,,,,,,"from 0.11 [0.05,","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,
L149_362,149,362,point,0.33,0.33,,2,,,,no,no,Probing Results,,,,,,0.18] on Pitt to 0.33 on PC-GITA.,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",,
L149_387,149,387,integer,708,708.0,,0,,,,no,no,Probing Results,,,,,,"On all 708 Pitt segments,","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",,
L149_455,149,455,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",,
L149_485,149,485,point,0.67,0.67,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",,
L149_531,149,531,point,0.90,0.9,,2,,,,no,no,Probing Results,,,,,,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_551,149,551,point,0.81,0.81,,2,,,,no,no,Probing Results,,,,,,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_593,149,593,point,0.60,0.6,,2,,,,no,no,Probing Results,,,,,,"zero-shot answers of 0.60 and 0.76,","On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_602,149,602,point,0.76,0.76,,2,,,,no,no,Probing Results,,,,,,"zero-shot answers of 0.60 and 0.76,","On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_639,149,639,point,0.05,0.05,,2,,,,no,no,Probing Results,,,,,,so its Alzheimer's gap is only 0.05.,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_735,149,735,range,0.53 to 0.84,0.53,0.84,2,2,,,no,no,Probing Results,,,,,,channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.,"\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.","On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",,
L149_796,149,796,range,0.01 on MDVR-KCL to 0.18,0.01,0.18,2,2,,MDVR-KCL|ADReSSo,no,no,Probing Results,,,,,,"by 0.01 on MDVR-KCL to 0.18 on ADReSSo,","The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.","\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.",,
L149_911,149,911,point,0.27,0.27,,2,,,,no,no,Probing Results,,,,,,and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.","\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.",,
L149_920,149,920,point,0.15,0.15,,2,,,,no,no,Probing Results,,,,,,and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.","\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.",,
L149_1065,149,1065,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,"roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67,","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.","The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",,
L149_1096,149,1096,point,0.67,0.67,,2,,,,no,no,Probing Results,,,,,,"roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67,","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.","The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",,
L149_1224,149,1224,point,0.56,0.56,,2,,,,no,no,Probing Results,,,,,,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1274,149,1274,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,"where the encoder probe falls to 0.83 (-0.07 [-0.12,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1283,149,1283,point,0.07,0.07,,2,,,,no,no,Probing Results,,,,,,"where the encoder probe falls to 0.83 (-0.07 [-0.12,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1292,149,1292,point,0.12,0.12,,2,,,,no,no,Probing Results,,,,,,"where the encoder probe falls to 0.83 (-0.07 [-0.12,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1301,149,1301,point,0.02,0.02,,2,,,,no,no,Probing Results,,,,,,"-0.02]) and the answer stays at 0.57,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1332,149,1332,point,0.57,0.57,,2,,,,no,no,Probing Results,,,,,,"-0.02]) and the answer stays at 0.57,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1350,149,1350,point,0.60,0.6,,2,,,,no,no,Probing Results,,,,,,"and only to 0.60 on NeuroVoz,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1393,149,1393,point,0.89,0.89,,2,,,,no,no,Probing Results,,,,,,"where the probe falls to 0.89 (-0.03 [-0.061,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1402,149,1402,point,0.03,0.03,,2,,,,no,no,Probing Results,,,,,,"where the probe falls to 0.89 (-0.03 [-0.061,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1411,149,1411,point,0.061,0.061,,3,,,,no,no,Probing Results,,,,,,"where the probe falls to 0.89 (-0.03 [-0.061,","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1421,149,1421,point,0.001,0.001,,3,,,,no,no,Probing Results,,,,,,-0.001]).,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).","Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",,
L149_1433,149,1433,integer,38,38.0,,0,,,,no,no,Probing Results,,,,,,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63,","On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",,
L149_1472,149,1472,integer,907,907.0,,0,,,,no,no,Probing Results,,,,,,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63,","On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",,
L149_1507,149,1507,point,0.90,0.9,,2,,,,no,no,Probing Results,,,,,,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63,","On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",,
L149_1527,149,1527,point,0.63,0.63,,2,,,,no,no,Probing Results,,,,,,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63,","On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",,
L149_1595,149,1595,point,0.71,0.71,,2,,,,no,no,Probing Results,,,,,,although the recording features still separate that subset at 0.71.,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.","Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",,
L149_1640,149,1640,point,0.71,0.71,,2,,,,no,no,Probing Results,,,,,,Age alone separates the Pitt groups at 0.71.,Age alone separates the Pitt groups at 0.71.,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",,
L149_1690,149,1690,point,0.39,0.39,,2,,,,no,no,Probing Results,,,,,,"On the age-matched clips age alone falls to 0.39,","On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1728,149,1728,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,while the encoder probe reaches 0.80 and the zero-shot answer 0.65.,"On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1758,149,1758,point,0.65,0.65,,2,,,,no,no,Probing Results,,,,,,while the encoder probe reaches 0.80 and the zero-shot answer 0.65.,"On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1966,149,1966,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,"On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80,","On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80, and a probe on the final-layer answer state 0.77.",\par\parWhere the signal sits. The information also survives past the audio encoder.,,
L149_2016,149,2016,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,and a probe on the final-layer answer state 0.77.,"On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80, and a probe on the final-layer answer state 0.77.",\par\parWhere the signal sits. The information also survives past the audio encoder.,,
L149_2192,149,2192,point,0.66,0.66,,2,,,,no,no,Probing Results,,,,,,"it separates the groups at 0.66,","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",The answer state holds more than the readout uses.,,
L149_2262,149,2262,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,"while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions,","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",The answer state holds more than the readout uses.,,
L149_2283,149,2283,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,"while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions,","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",The answer state holds more than the readout uses.,,
L149_2356,149,2356,point,0.01,0.01,,2,,,,no,no,Probing Results,,,,,,"0.01,","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",The answer state holds more than the readout uses.,,
L149_2463,149,2463,point,0.62,0.62,,2,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83,","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
L149_2472,149,2472,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83,","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
L149_2491,149,2491,point,0.82,0.82,,2,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83,","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
L149_2500,149,2500,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83,","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
L149_2510,149,2510,point,0.81,0.81,,2,,,,no,no,Probing Results,,,,,,and 0.81 and 0.83 with the direction removed.,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
L149_2519,149,2519,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,and 0.81 and 0.83 with the direction removed.,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",,
