row,seg_uid,clip,speaker,arm,pair_id,fold,p_yes,answer_mass,p_yes_sft,p_yes_rule3_literal,answer_mass_rule3_literal,prompt
460,c005901,conflict_698_c005901.wav,698,conflict,460,2,0.7671370763,0.9903810918,0.6654105783,0.7671369237,0.9903833866,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
461,c005904,conflict_698_c005904.wav,698,conflict,461,2,0.6104937186,0.9490212500,0.4225046337,0.6104941492,0.9490288794,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
462,c005909,conflict_698_c005909.wav,698,conflict,462,2,0.1011818522,0.9956059232,0.0627892017,0.1011818823,0.9956076145,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
463,c005911,conflict_698_c005911.wav,698,conflict,463,2,0.5932724253,0.9952983558,0.4455295503,0.5932722176,0.9953004122,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
464,c005923,conflict_698_c005923.wav,698,conflict,464,2,0.7064159125,0.9927982986,0.4843800962,0.7064156112,0.9928003252,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
465,c005927,conflict_698_c005927.wav,698,conflict,465,2,0.1826850364,0.9882970005,0.0769608393,0.1826851060,0.9882989079,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
466,c005929,conflict_698_c005929.wav,698,conflict,466,2,0.9580743650,0.9980984256,0.9263036847,0.9580742284,0.9981000610,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
467,c005963,conflict_705_c005963.wav,705,conflict,467,2,0.3942211927,0.9883066416,0.2845759988,0.3942210310,0.9883099198,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
468,c005979,conflict_707_c005979.wav,707,conflict,468,1,0.8522753403,0.9978453815,0.7606506944,0.8522752573,0.9978467375,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
469,c006005,conflict_708_c006005.wav,708,conflict,469,0,0.0758875540,0.9972127825,0.0414622724,0.0758875804,0.9972139075,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
470,c006056,conflict_712_c006056.wav,712,conflict,470,3,0.8100130758,0.9971454740,0.6001883149,0.8100128021,0.9971465468,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
471,c006059,conflict_712_c006059.wav,712,conflict,471,3,0.9530176819,0.9984118752,0.9219217896,0.9530176102,0.9984128885,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
472,c006061,conflict_712_c006061.wav,712,conflict,472,3,0.5948812338,0.9936195314,0.3849121630,0.5948809234,0.9936221540,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
473,c006071,conflict_712_c006071.wav,712,conflict,473,3,0.8361386294,0.9989187121,0.7718434930,0.8361384190,0.9989192486,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
474,c006084,conflict_713_c006084.wav,713,conflict,474,0,0.9099327167,0.9991724342,0.8479677439,0.9099326511,0.9991730303,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
475,c006086,conflict_713_c006086.wav,713,conflict,475,0,0.5000604582,0.9982051253,0.3345894516,0.5000603537,0.9982059896,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
476,c006092,conflict_713_c006092.wav,713,conflict,476,0,0.9914417329,0.9990003323,0.9891815782,0.9914417241,0.9990014834,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
477,c006146,conflict_716_c006146.wav,716,conflict,477,4,0.9850595469,0.9994127154,0.9728307724,0.9850595311,0.9994132156,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
478,c006158,conflict_716_c006158.wav,716,conflict,478,4,0.3776875222,0.9989337027,0.2450850159,0.3776874640,0.9989345670,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
479,c006160,conflict_716_c006160.wav,716,conflict,479,4,0.9241800118,0.9990093186,0.8354835510,0.9241799724,0.9990096837,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
480,c006173,conflict_717_c006173.wav,717,conflict,480,1,0.5780094454,0.9939727783,0.4225046337,0.5780092784,0.9939747155,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
481,c006179,conflict_717_c006179.wav,717,conflict,481,1,0.8597318721,0.9952550083,0.7122321725,0.8597317580,0.9952561110,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
482,c006191,conflict_718_c006191.wav,718,conflict,482,0,0.1192108071,0.9979132339,0.0758581758,0.1192108346,0.9979147539,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
483,a000030,agreement_301_a000030.wav,301,agreement,0,4,0.8176411402,0.9985741079,0.6370308399,0.8176410822,0.9985746890,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
484,a000018,agreement_301_a000018.wav,301,agreement,1,4,0.0637381501,0.9983177036,0.0311438330,0.0637381692,0.9983181059,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
485,a000045,agreement_302_a000045.wav,302,agreement,2,3,0.9758433453,0.9991579745,0.9615337849,0.9758433141,0.9991592281,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
486,a000033,agreement_302_a000033.wav,302,agreement,3,3,0.9906461573,0.9990182742,0.9896718264,0.9906461467,0.9990197290,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
487,a000049,agreement_303_a000049.wav,303,agreement,4,2,0.0169207526,0.9954381641,0.0075772405,0.0169207575,0.9954391997,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
488,a000143,agreement_306_a000143.wav,306,agreement,5,0,0.9755979613,0.9988574088,0.9553191662,0.9755979132,0.9988581911,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
489,a000141,agreement_306_a000141.wav,306,agreement,6,0,0.9243047448,0.9990511313,0.8479677439,0.9243045877,0.9990520105,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
490,a000152,agreement_306_a000152.wav,306,agreement,7,0,0.9980747597,0.9997215974,0.9974090457,0.9980747581,0.9997218976,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
491,a000160,agreement_307_a000160.wav,307,agreement,8,3,0.9819517619,0.9988135658,0.9566342235,0.9819517287,0.9988142066,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
492,a000160,agreement_307_a000160.wav,307,agreement,9,3,0.9819517619,0.9988135658,0.9566342235,0.9819517287,0.9988142066,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
493,a000167,agreement_307_a000167.wav,307,agreement,10,3,0.7982308391,0.9969342947,0.5851011276,0.7982307807,0.9969351143,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
494,a000160,agreement_307_a000160.wav,307,agreement,11,3,0.9819517619,0.9988135658,0.9566342235,0.9819517287,0.9988142066,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
495,a000193,agreement_308_a000193.wav,308,agreement,12,2,0.9370993000,0.9942549393,0.8705973029,0.9370991182,0.9942570403,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
496,a000193,agreement_308_a000193.wav,308,agreement,13,2,0.9370993000,0.9942549393,0.8705973029,0.9370991182,0.9942570403,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
497,a000189,agreement_308_a000189.wav,308,agreement,14,2,0.9246003709,0.9955239072,0.8438951373,0.9246002097,0.9955254346,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
498,a000193,agreement_308_a000193.wav,308,agreement,15,2,0.9370993000,0.9942549393,0.8705973029,0.9370991182,0.9942570403,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
499,a000193,agreement_308_a000193.wav,308,agreement,16,2,0.9370993000,0.9942549393,0.8705973029,0.9370991182,0.9942570403,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
500,a000243,agreement_311_a000243.wav,311,agreement,17,1,0.7188660818,0.9981880188,0.5851011276,0.7188659706,0.9981890023,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
501,a000262,agreement_312_a000262.wav,312,agreement,18,0,0.0954007491,0.9979591668,0.0558231398,0.0954007759,0.9979604483,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
502,a000301,agreement_314_a000301.wav,314,agreement,19,1,0.7985657693,0.9974816293,0.7185943723,0.7985657111,0.9974826723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
503,a000310,agreement_314_a000310.wav,314,agreement,20,1,0.1921231649,0.9871105105,0.0953494608,0.1921232336,0.9871115535,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
504,a000319,agreement_314_a000319.wav,314,agreement,21,1,0.3077507417,0.9953557551,0.2043419033,0.3077507371,0.9953571260,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
505,a000305,agreement_314_a000305.wav,314,agreement,22,1,0.5778465625,0.9972707033,0.4378235042,0.5778464867,0.9972718656,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
506,a000305,agreement_314_a000305.wav,314,agreement,23,1,0.5778465625,0.9972707033,0.4378235042,0.5778464867,0.9972718656,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
507,a000349,agreement_315_a000349.wav,315,agreement,24,0,0.0759161348,0.9986708462,0.0503306314,0.0759161587,0.9986717105,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
508,a000351,agreement_315_a000351.wav,315,agreement,25,0,0.0169153590,0.9980974011,0.0084456280,0.0169153689,0.9980981387,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
509,a000342,agreement_315_a000342.wav,315,agreement,26,0,0.0191425338,0.9961063229,0.0126249492,0.0191425513,0.9961075559,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
510,a000342,agreement_315_a000342.wav,315,agreement,27,0,0.0191425338,0.9961063229,0.0126249492,0.0191425513,0.9961075559,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
511,a000351,agreement_315_a000351.wav,315,agreement,28,0,0.0169153590,0.9980974011,0.0084456280,0.0169153689,0.9980981387,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
512,a000394,agreement_318_a000394.wav,318,agreement,29,4,0.6792226789,0.9991331995,0.5312094092,0.6792225922,0.9991337657,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
513,a000435,agreement_321_a000435.wav,321,agreement,30,4,0.9741036078,0.9985244442,0.9407896996,0.9741035984,0.9985249434,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
514,a000439,agreement_321_a000439.wav,321,agreement,31,4,0.9966363652,0.9998332870,0.9956005812,0.9966363634,0.9998336476,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
515,a000436,agreement_321_a000436.wav,321,agreement,32,4,0.9972197196,0.9995711064,0.9968763590,0.9972197183,0.9995716456,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
516,a000472,agreement_323_a000472.wav,323,agreement,33,2,0.9627598208,0.9968681820,0.9381240010,0.9627595705,0.9968717843,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
517,a000484,agreement_323_a000484.wav,323,agreement,34,2,0.8272849055,0.9958049357,0.7122321725,0.8272844811,0.9958077520,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
518,a000550,agreement_327_a000550.wav,327,agreement,35,3,0.9813143335,0.9989938159,0.9740425944,0.9813143029,0.9989945758,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
519,a000566,agreement_328_a000566.wav,328,agreement,36,3,0.9251553460,0.9985915646,0.8840392828,0.9251552388,0.9985923246,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
520,a000576,agreement_328_a000576.wav,328,agreement,37,3,0.9424262249,0.9963675737,0.8872045875,0.9424260076,0.9963696375,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
521,a000572,agreement_328_a000572.wav,328,agreement,38,3,0.0191948935,0.9959092438,0.0080619920,0.0191949006,0.9959100410,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
522,a000594,agreement_329_a000594.wav,329,agreement,39,2,0.0228016057,0.9980393909,0.0124316514,0.0228016300,0.9980414286,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
523,a000647,agreement_332_a000647.wav,332,agreement,40,4,0.9957111830,0.9994058404,0.9928786159,0.9957111733,0.9994065086,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
524,a000650,agreement_332_a000650.wav,332,agreement,41,4,0.7552094625,0.9984250367,0.6224593520,0.7552093460,0.9984259009,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
525,a000650,agreement_332_a000650.wav,332,agreement,42,4,0.7552094625,0.9984250367,0.6224593520,0.7552093460,0.9984259009,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
526,a000650,agreement_332_a000650.wav,332,agreement,43,4,0.7552094625,0.9984250367,0.6224593520,0.7552093460,0.9984259009,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
527,a000650,agreement_332_a000650.wav,332,agreement,44,4,0.7552094625,0.9984250367,0.6224593520,0.7552093460,0.9984259009,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
528,a000814,agreement_338_a000814.wav,338,agreement,45,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
529,a000814,agreement_338_a000814.wav,338,agreement,46,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
530,a000814,agreement_338_a000814.wav,338,agreement,47,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
531,a000814,agreement_338_a000814.wav,338,agreement,48,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
532,a000814,agreement_338_a000814.wav,338,agreement,49,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
533,a000814,agreement_338_a000814.wav,338,agreement,50,4,0.5468453615,0.9974822998,0.3486451507,0.5468452518,0.9974830449,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
534,a000855,agreement_340_a000855.wav,340,agreement,51,1,0.0901523655,0.9981582165,0.0646534860,0.0901523880,0.9981592894,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
535,a000951,agreement_345_a000951.wav,345,agreement,52,1,0.3928909973,0.9952177703,0.2751297355,0.3928908518,0.9952192008,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
536,a000943,agreement_345_a000943.wav,345,agreement,53,1,0.8268275690,0.9953722358,0.6477982402,0.8268274850,0.9953731298,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
537,a000937,agreement_345_a000937.wav,345,agreement,54,1,0.0566822993,0.9958114624,0.0284360349,0.0566823404,0.9958125800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
538,a000951,agreement_345_a000951.wav,345,agreement,55,1,0.3928909973,0.9952177703,0.2751297355,0.3928908518,0.9952192008,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
539,a000937,agreement_345_a000937.wav,345,agreement,56,1,0.0566822993,0.9958114624,0.0284360349,0.0566823404,0.9958125800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
540,a000938,agreement_345_a000938.wav,345,agreement,57,1,0.0169222872,0.9974032417,0.0113317547,0.0169223028,0.9974038638,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
541,a000938,agreement_345_a000938.wav,345,agreement,58,1,0.0169222872,0.9974032417,0.0113317547,0.0169223028,0.9974038638,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
542,a000937,agreement_345_a000937.wav,345,agreement,59,1,0.0566822993,0.9958114624,0.0284360349,0.0566823404,0.9958125800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
543,a000938,agreement_345_a000938.wav,345,agreement,60,1,0.0169222872,0.9974032417,0.0113317547,0.0169223028,0.9974038638,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
544,a000943,agreement_345_a000943.wav,345,agreement,61,1,0.8268275690,0.9953722358,0.6477982402,0.8268274850,0.9953731298,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
545,a000943,agreement_345_a000943.wav,345,agreement,62,1,0.8268275690,0.9953722358,0.6477982402,0.8268274850,0.9953731298,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
546,a000937,agreement_345_a000937.wav,345,agreement,63,1,0.0566822993,0.9958114624,0.0284360349,0.0566823404,0.9958125800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
547,a000977,agreement_346_a000977.wav,346,agreement,64,4,0.0259635485,0.9990426935,0.0154245514,0.0259635553,0.9990430064,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
548,a000969,agreement_346_a000969.wav,346,agreement,65,4,0.5159350688,0.9949921072,0.3007455766,0.5159350573,0.9949928224,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
549,a000977,agreement_346_a000977.wav,346,agreement,66,4,0.0259635485,0.9990426935,0.0154245514,0.0259635553,0.9990430064,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
550,a000962,agreement_346_a000962.wav,346,agreement,67,4,0.4380375825,0.9975281656,0.2281564921,0.4380375336,0.9975288212,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
551,a000969,agreement_346_a000969.wav,346,agreement,68,4,0.5159350688,0.9949921072,0.3007455766,0.5159350573,0.9949928224,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
552,a000979,agreement_346_a000979.wav,346,agreement,69,4,0.0097107239,0.9982825583,0.0060035954,0.0097107293,0.9982833462,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
553,a000977,agreement_346_a000977.wav,346,agreement,70,4,0.0259635485,0.9990426935,0.0154245514,0.0259635553,0.9990430064,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
554,a000973,agreement_346_a000973.wav,346,agreement,71,4,0.9241882758,0.9989242181,0.8221890926,0.9241882385,0.9989247099,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
555,a000969,agreement_346_a000969.wav,346,agreement,72,4,0.5159350688,0.9949921072,0.3007455766,0.5159350573,0.9949928224,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
556,a000973,agreement_346_a000973.wav,346,agreement,73,4,0.9241882758,0.9989242181,0.8221890926,0.9241882385,0.9989247099,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
557,a000980,agreement_346_a000980.wav,346,agreement,74,4,0.0503429647,0.9990633540,0.0321007073,0.0503429815,0.9990636855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
558,a000994,agreement_347_a000994.wav,347,agreement,75,2,0.0167351993,0.9918426704,0.0127227092,0.0167353031,0.9918485340,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
559,a000994,agreement_347_a000994.wav,347,agreement,76,2,0.0167351993,0.9918426704,0.0127227092,0.0167353031,0.9918485340,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
560,a000994,agreement_347_a000994.wav,347,agreement,77,2,0.0167351993,0.9918426704,0.0127227092,0.0167353031,0.9918485340,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
561,a000994,agreement_347_a000994.wav,347,agreement,78,2,0.0167351993,0.9918426704,0.0127227092,0.0167353031,0.9918485340,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
562,a001012,agreement_348_a001012.wav,348,agreement,79,0,0.9897047648,0.9989387440,0.9859364033,0.9897047399,0.9989402145,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
563,a001010,agreement_348_a001010.wav,348,agreement,80,0,0.9821745481,0.9987791386,0.9766691923,0.9821745285,0.9987801295,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
564,a001011,agreement_348_a001011.wav,348,agreement,81,0,0.9670736799,0.9972896427,0.9566342235,0.9670736634,0.9972916320,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
565,a001011,agreement_348_a001011.wav,348,agreement,82,0,0.9670736799,0.9972896427,0.9566342235,0.9670736634,0.9972916320,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
566,a001011,agreement_348_a001011.wav,348,agreement,83,0,0.9670736799,0.9972896427,0.9566342235,0.9670736634,0.9972916320,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
567,a001011,agreement_348_a001011.wav,348,agreement,84,0,0.9670736799,0.9972896427,0.9566342235,0.9670736634,0.9972916320,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
568,a001012,agreement_348_a001012.wav,348,agreement,85,0,0.9897047648,0.9989387440,0.9859364033,0.9897047399,0.9989402145,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
569,a001133,agreement_354_a001133.wav,354,agreement,86,2,0.0498523529,0.9900760949,0.0316187665,0.0498525058,0.9900871068,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
570,a001133,agreement_354_a001133.wav,354,agreement,87,2,0.0498523529,0.9900760949,0.0316187665,0.0498525058,0.9900871068,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
571,a001133,agreement_354_a001133.wav,354,agreement,88,2,0.0498523529,0.9900760949,0.0316187665,0.0498525058,0.9900871068,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
572,a001267,agreement_362_a001267.wav,362,agreement,89,0,0.2339459150,0.9984644055,0.1561049074,0.2339459100,0.9984652549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
573,a001267,agreement_362_a001267.wav,362,agreement,90,0,0.2339459150,0.9984644055,0.1561049074,0.2339459100,0.9984652549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
574,a001270,agreement_362_a001270.wav,362,agreement,91,0,0.9967092972,0.9981304775,0.9968763590,0.9967092895,0.9981343723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
575,a001270,agreement_362_a001270.wav,362,agreement,92,0,0.9967092972,0.9981304775,0.9968763590,0.9967092895,0.9981343723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
576,a001267,agreement_362_a001267.wav,362,agreement,93,0,0.2339459150,0.9984644055,0.1561049074,0.2339459100,0.9984652549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
577,a001267,agreement_362_a001267.wav,362,agreement,94,0,0.2339459150,0.9984644055,0.1561049074,0.2339459100,0.9984652549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
578,a001277,agreement_363_a001277.wav,363,agreement,95,3,0.8942772317,0.9988538474,0.8175744414,0.8942771095,0.9988543838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
579,a001280,agreement_363_a001280.wav,363,agreement,96,3,0.9962054737,0.9988704729,0.9930961728,0.9962054539,0.9988714501,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
580,a001280,agreement_363_a001280.wav,363,agreement,97,3,0.9962054737,0.9988704729,0.9930961728,0.9962054539,0.9988714501,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
581,a001277,agreement_363_a001277.wav,363,agreement,98,3,0.8942772317,0.9988538474,0.8175744414,0.8942771095,0.9988543838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
582,a001277,agreement_363_a001277.wav,363,agreement,99,3,0.8942772317,0.9988538474,0.8175744414,0.8942771095,0.9988543838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
583,a001277,agreement_363_a001277.wav,363,agreement,100,3,0.8942772317,0.9988538474,0.8175744414,0.8942771095,0.9988543838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
584,a001277,agreement_363_a001277.wav,363,agreement,101,3,0.8942772317,0.9988538474,0.8175744414,0.8942771095,0.9988543838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
585,a001342,agreement_364_a001342.wav,364,agreement,102,1,0.0567156866,0.9961501397,0.0378924236,0.0567157216,0.9961516932,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
586,a001307,agreement_364_a001307.wav,364,agreement,103,1,0.0216249639,0.9968646262,0.0142819341,0.0216249806,0.9968654960,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
587,a001349,agreement_364_a001349.wav,364,agreement,104,1,0.0637641171,0.9964501113,0.0362200588,0.0637641363,0.9964512140,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
588,a001315,agreement_364_a001315.wav,364,agreement,105,1,0.0566863657,0.9960885942,0.0362200588,0.0566863924,0.9960895702,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
589,a001434,agreement_366_a001434.wav,366,agreement,106,3,0.0230851692,0.9937351625,0.0109869437,0.0230851759,0.9937360846,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
590,a001403,agreement_366_a001403.wav,366,agreement,107,3,0.0293451250,0.9985095076,0.0236894712,0.0293451237,0.9985100590,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
591,a001432,agreement_366_a001432.wav,366,agreement,108,3,0.0260146066,0.9974890202,0.0145035805,0.0260146282,0.9974898379,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
