key,model,dataset,stream/arm,value,lo,hi,n,n_spk,estimator,file,source_table,verified_tonight,stream,arm,status,status_note,description,is_delta,file_exists,file_as_recorded,path_rewritten,row_id,metric,level
Qwen2.5-Omni|pitt|encoder_probe|all,Qwen2.5-Omni,pitt,encoder_probe/all,0.7969,0.7412,0.8512,468,228,"Pitt published Omni encoder probe AUC, recomputed rank formula",<local data dir>/release/omni_final/omni_pitt_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,all,SUPERSEDED,"S1: Pitt encoder probe from single-split OOF csv or the 0.7761 json mean; current is the part10 5-repeat mean 0.7706 (master_lookup row 126, DISCREPANCIES M7/POD4 entries) | master/SUPERSEDED.csv row 4 (2026-09-23): as the Qwen2.5-Omni Pitt encoder probe source: single-split nested OOF 0.7969; the paper value is the mean of five per-repeat AUCs 0.7706 (the averaged-probability AUC of the same five repeats, 0.7917, is not used either -> <local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz","POD4_4b_pub_enc: Pitt published Omni encoder probe AUC, recomputed rank formula",no,yes,<local data dir>/release/omni_final/omni_pitt_enc_nested_oof.csv,no,part16/rows/POD4.tsv:9,auc,clip
Qwen2.5-Omni|pitt|zero_shot|all,Qwen2.5-Omni,pitt,zero_shot/all,0.6497,0.5959,0.7056,468,228,"Pitt arm A original cut, Omni zero-shot AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4b_A_zs: Pitt arm A original cut, Omni zero-shot AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,no,part16/rows/POD4.tsv:10,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|all,Qwen2.5-Omni,pitt,encoder_probe/all,0.7949,0.7431,0.8446,468,228,"Pitt arm A original cut, Omni encoder nested probe AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,all,SUPERSEDED,S3: single-split arm A encoder value; must not be quoted beside the 5-repeat 0.7706 (DISCREPANCIES POD4 4b),"POD4_4b_A_enc: Pitt arm A original cut, Omni encoder nested probe AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,no,part16/rows/POD4.tsv:11,auc,clip
Qwen2.5-Omni|pitt|zero_shot|all,Qwen2.5-Omni,pitt,zero_shot/all,0.723,0.6664,0.7753,468,228,"Pitt arm B interviewer removed PAR-only, Omni zero-shot AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4b_B_zs: Pitt arm B interviewer removed PAR-only, Omni zero-shot AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,no,part16/rows/POD4.tsv:12,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|all,Qwen2.5-Omni,pitt,encoder_probe/all,0.7497,0.694,0.8035,468,228,"Pitt arm B interviewer removed PAR-only, Omni encoder nested probe AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,all,current,,"POD4_4b_B_enc: Pitt arm B interviewer removed PAR-only, Omni encoder nested probe AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,no,part16/rows/POD4.tsv:13,auc,clip
Qwen2.5-Omni|pitt|zero_shot|all,Qwen2.5-Omni,pitt,zero_shot/all,0.6145,0.5582,0.6683,468,228,"Pitt arm C duration-matched WITH interviewer, Omni zero-shot AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_durmatch_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4b_C_zs: Pitt arm C duration-matched WITH interviewer, Omni zero-shot AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_durmatch_zeroshot_scores.csv,no,part16/rows/POD4.tsv:14,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|all,Qwen2.5-Omni,pitt,encoder_probe/all,0.798,0.7448,0.8489,468,228,"Pitt arm C duration-matched WITH interviewer, Omni encoder nested probe AUC",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_durmatch_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,all,current,,"POD4_4b_C_enc: Pitt arm C duration-matched WITH interviewer, Omni encoder nested probe AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_durmatch_enc_nested_oof.csv,no,part16/rows/POD4.tsv:15,auc,clip
Qwen2.5-Omni|?|zero_shot|all,Qwen2.5-Omni,,zero_shot/all,0.0732,0.0312,0.1165,468,228,"PAIRED zero-shot delta, original cut to interviewer removed",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4b_pd_zs_AB: PAIRED zero-shot delta, original cut to interviewer removed",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:16,auc,clip
Qwen2.5-Omni|?|zero_shot|all,Qwen2.5-Omni,,zero_shot/all,0.1084,0.0638,0.155,468,228,"PAIRED zero-shot delta, duration-matched WITH interviewer to interviewer removed",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4b_pd_zs_CB: PAIRED zero-shot delta, duration-matched WITH interviewer to interviewer removed",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:17,auc,clip
Qwen2.5-Omni|?|encoder_probe|all,Qwen2.5-Omni,,encoder_probe/all,-0.0452,-0.0857,-0.0083,468,228,"PAIRED encoder probe delta, original cut to interviewer removed",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,encoder_probe,all,current,,"POD4_4b_pd_enc_AB: PAIRED encoder probe delta, original cut to interviewer removed",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:18,auc,clip
Qwen2.5-Omni|?|encoder_probe|all,Qwen2.5-Omni,,encoder_probe/all,-0.0483,-0.0907,-0.0062,468,228,"PAIRED encoder probe delta, duration-matched WITH interviewer to interviewer removed",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,encoder_probe,all,current,,"POD4_4b_pd_enc_CB: PAIRED encoder probe delta, duration-matched WITH interviewer to interviewer removed",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:19,auc,clip
Qwen2.5-Omni|?|lora_projector_ft|all,Qwen2.5-Omni,,lora_projector_ft/all,-0.0352,-0.0729,-0.0001,468,228,"PAIRED zero-shot delta, duration control only 30s to 17.6s both WITH interviewer",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,lora_projector_ft,all,current,,"POD4_4b_pd_zs_AC: PAIRED zero-shot delta, duration control only 30s to 17.6s both WITH interviewer",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:20,auc,clip
Qwen2.5-Omni|?|lora_projector_ft|all,Qwen2.5-Omni,,lora_projector_ft/all,0.0032,-0.0367,0.0394,468,228,"PAIRED encoder probe delta, duration control only 30s to 17.6s both WITH interviewer",<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,part16/rows/POD4.tsv,yes,lora_projector_ft,all,current,,"POD4_4b_pd_enc_AC: PAIRED encoder probe delta, duration control only 30s to 17.6s both WITH interviewer",yes,yes,<local data dir>/release/edaic_rerun/part16/POD4/boot4b.json,no,part16/rows/POD4.tsv:21,auc,clip
Qwen2.5-Omni|pitt|zero_shot|conflict,Qwen2.5-Omni,pitt,zero_shot/conflict,0.5408,0.4245,0.6622,146,100,"Pitt arm B zero-shot AUC, conflict arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,conflict,current,,"POD4_4b_B_zs_conf: Pitt arm B zero-shot AUC, conflict arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,no,part16/rows/POD4.tsv:22,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|conflict,Qwen2.5-Omni,pitt,encoder_probe/conflict,0.6295,0.5111,0.7345,146,100,"Pitt arm B encoder probe AUC, conflict arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,conflict,current,,"POD4_4b_B_enc_conf: Pitt arm B encoder probe AUC, conflict arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,no,part16/rows/POD4.tsv:23,auc,clip
Qwen2.5-Omni|pitt|zero_shot|agreement,Qwen2.5-Omni,pitt,zero_shot/agreement,0.8007,0.75,0.8501,322,175,"Pitt arm B zero-shot AUC, agreement arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,agreement,current,,"POD4_4b_B_zs_agr: Pitt arm B zero-shot AUC, agreement arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv,no,part16/rows/POD4.tsv:24,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|agreement,Qwen2.5-Omni,pitt,encoder_probe/agreement,0.8037,0.7452,0.8539,322,175,"Pitt arm B encoder probe AUC, agreement arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,agreement,current,,"POD4_4b_B_enc_agr: Pitt arm B encoder probe AUC, agreement arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv,no,part16/rows/POD4.tsv:25,auc,clip
Qwen2.5-Omni|pitt|zero_shot|conflict,Qwen2.5-Omni,pitt,zero_shot/conflict,0.5298,0.4189,0.6386,146,100,"Pitt arm A zero-shot AUC, conflict arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,conflict,current,,"POD4_4b_A_zs_conf: Pitt arm A zero-shot AUC, conflict arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,no,part16/rows/POD4.tsv:26,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|conflict,Qwen2.5-Omni,pitt,encoder_probe/conflict,0.6161,0.506,0.7281,146,100,"Pitt arm A encoder probe AUC, conflict arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,conflict,SUPERSEDED,S3: single-split arm A encoder value; must not be quoted beside the 5-repeat 0.7706 (DISCREPANCIES POD4 4b),"POD4_4b_A_enc_conf: Pitt arm A encoder probe AUC, conflict arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,no,part16/rows/POD4.tsv:27,auc,clip
Qwen2.5-Omni|pitt|zero_shot|agreement,Qwen2.5-Omni,pitt,zero_shot/agreement,0.6952,0.6327,0.756,322,175,"Pitt arm A zero-shot AUC, agreement arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,agreement,current,,"POD4_4b_A_zs_agr: Pitt arm A zero-shot AUC, agreement arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_zeroshot_scores.csv,no,part16/rows/POD4.tsv:28,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|agreement,Qwen2.5-Omni,pitt,encoder_probe/agreement,0.8674,0.8201,0.9096,322,175,"Pitt arm A encoder probe AUC, agreement arm",<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,agreement,SUPERSEDED,S3: single-split arm A encoder value; must not be quoted beside the 5-repeat 0.7706 (DISCREPANCIES POD4 4b),"POD4_4b_A_enc_agr: Pitt arm A encoder probe AUC, agreement arm",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_pitt_orig_enc_nested_oof.csv,no,part16/rows/POD4.tsv:29,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.7977,0.7248,0.8611,1270,107,"NeuroVoz five quiet-frame channel features together, GroupKFold5-by-speaker probe AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_5f_before: NeuroVoz five quiet-frame channel features together, GroupKFold5-by-speaker probe AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:30,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.6025,0.5479,0.658,1270,107,"NeuroVoz five channel features together, AFTER -23 LUFS + shaped noise",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_5f_after: NeuroVoz five channel features together, AFTER -23 LUFS + shaped noise",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:31,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.541,0.4731,0.6049,1270,107,"NeuroVoz noise floor alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_nf_before: NeuroVoz noise floor alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:33,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5407,0.4594,0.6191,1270,107,"NeuroVoz noise floor alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_nf_after: NeuroVoz noise floor alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:34,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5432,0.464,0.6216,1270,107,"NeuroVoz SNR alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_snr_before: NeuroVoz SNR alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:35,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5305,0.4498,0.608,1270,107,"NeuroVoz SNR alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_snr_after: NeuroVoz SNR alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:36,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.7782,0.7109,0.8396,1270,107,"NeuroVoz spectral centroid alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_cen_before: NeuroVoz spectral centroid alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:37,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5603,0.5051,0.6188,1270,107,"NeuroVoz spectral centroid alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_cen_after: NeuroVoz spectral centroid alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:38,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.8005,0.737,0.8574,1270,107,"NeuroVoz spectral roll-off alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_ro_before: NeuroVoz spectral roll-off alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:39,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5938,0.5438,0.6448,1270,107,"NeuroVoz spectral roll-off alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_ro_after: NeuroVoz spectral roll-off alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:40,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.702,0.6451,0.7552,1270,107,"NeuroVoz spectral tilt alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_tilt_before: NeuroVoz spectral tilt alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:41,auc,clip
Qwen2.5-Omni|neurovoz|?|all,Qwen2.5-Omni,neurovoz,?/all,0.5808,0.5369,0.6259,1270,107,"NeuroVoz spectral tilt alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_nv_tilt_after: NeuroVoz spectral tilt alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_neurovoz.csv,no,part16/rows/POD4.tsv:42,auc,clip
Qwen2.5-Omni|neurovoz|zero_shot|all,Qwen2.5-Omni,neurovoz,zero_shot/all,0.7108,0.6523,0.7671,1270,107,"NeuroVoz Omni zero-shot AUC, BEFORE normalisation, POD4 re-run",<local data dir>/release/edaic_rerun/part16/POD4/p16_nv_before_zeroshot_scores.csv,part16/rows/POD4.tsv,yes,zero_shot,all,current,,"POD4_4a_nv_zs_before: NeuroVoz Omni zero-shot AUC, BEFORE normalisation, POD4 re-run",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_nv_before_zeroshot_scores.csv,no,part16/rows/POD4.tsv:43,auc,clip
Qwen2.5-Omni|neurovoz|encoder_probe|all,Qwen2.5-Omni,neurovoz,encoder_probe/all,0.9233,0.88,0.9573,1270,107,"NeuroVoz Omni encoder nested probe AUC, BEFORE normalisation",<local data dir>/release/edaic_rerun/part16/POD4/p16_nv_before_enc_nested_oof.csv,part16/rows/POD4.tsv,yes,encoder_probe,all,current,,"POD4_4a_nv_enc_before: NeuroVoz Omni encoder nested probe AUC, BEFORE normalisation",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/p16_nv_before_enc_nested_oof.csv,no,part16/rows/POD4.tsv:44,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.6657,0.5851,0.7452,1100,100,"PC-GITA five quiet-frame channel features together, GroupKFold5-by-speaker probe AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_5f_before: PC-GITA five quiet-frame channel features together, GroupKFold5-by-speaker probe AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:45,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.559,0.4922,0.6213,1100,100,"PC-GITA five channel features together, AFTER -23 LUFS + shaped noise",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_5f_after: PC-GITA five channel features together, AFTER -23 LUFS + shaped noise",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:46,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.6627,0.5885,0.7362,1100,100,"PC-GITA noise floor alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_nf_before: PC-GITA noise floor alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:48,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5734,0.5113,0.6341,1100,100,"PC-GITA noise floor alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_nf_after: PC-GITA noise floor alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:49,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5873,0.5261,0.6464,1100,100,"PC-GITA SNR alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_snr_before: PC-GITA SNR alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:50,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5735,0.5158,0.6286,1100,100,"PC-GITA SNR alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_snr_after: PC-GITA SNR alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:51,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5539,0.4997,0.6104,1100,100,"PC-GITA spectral centroid alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_cen_before: PC-GITA spectral centroid alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:52,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5591,0.5029,0.6136,1100,100,"PC-GITA spectral centroid alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_cen_after: PC-GITA spectral centroid alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:53,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5533,0.5,0.6081,1100,100,"PC-GITA spectral roll-off alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_ro_before: PC-GITA spectral roll-off alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:54,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5657,0.5102,0.6189,1100,100,"PC-GITA spectral roll-off alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_ro_after: PC-GITA spectral roll-off alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:55,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.561,0.5048,0.6194,1100,100,"PC-GITA spectral tilt alone, direction-free AUC, BEFORE",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_tilt_before: PC-GITA spectral tilt alone, direction-free AUC, BEFORE",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:56,auc,clip
Qwen2.5-Omni|pcgita|?|all,Qwen2.5-Omni,pcgita,?/all,0.5526,0.4987,0.603,1100,100,"PC-GITA spectral tilt alone, direction-free AUC, AFTER",<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4a_pg_tilt_after: PC-GITA spectral tilt alone, direction-free AUC, AFTER",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/channel_norm_pcgita.csv,no,part16/rows/POD4.tsv:57,auc,clip
Qwen2.5-Omni|pitt|?|all,Qwen2.5-Omni,pitt,?/all,0.6427,,,468,228,"Pitt interviewer milliseconds alone as a predictor of dementia, AUC",<local data dir>/release/edaic_rerun/part16/POD4/pitt_no_interviewer.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4b_invcue: Pitt interviewer milliseconds alone as a predictor of dementia, AUC",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/pitt_no_interviewer.csv,no,part16/rows/POD4.tsv:58,auc,clip
Qwen2.5-Omni|pitt|?|all,Qwen2.5-Omni,pitt,?/all,0.6648,,,468,228,"Pitt participant-only duration alone, direction-free AUC (residual cue in arm B)",<local data dir>/release/edaic_rerun/part16/POD4/pitt_no_interviewer.csv,part16/rows/POD4.tsv,yes,,all,current,,"POD4_4b_durcue: Pitt participant-only duration alone, direction-free AUC (residual cue in arm B)",no,yes,<local data dir>/release/edaic_rerun/part16/POD4/pitt_no_interviewer.csv,no,part16/rows/POD4.tsv:59,auc,clip
