order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,226,"LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.",4.6,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.8; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Supervised Fine-tuning,L226_706,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
added_23sep,226,"LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.",0.83,,,,UNMATCHED,,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=conflict]; hint: equal after rounding: Qwen2.5-Omni|edaic_full|zero_shot|all=0.8285 (o25_full_zeroshot.json) / Qwen2.5-Omni|pitt|lora_ft|all=0.825 (lora_pitt_oof.csv) / Qwen2.5-Omni|edaic_full|zero_shot|all=0.8278 (edaic_full_gap.csv),,no,point,Supervised Fine-tuning,L226_740,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
added_23sep,226,"LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.",0.55,,,,UNMATCHED,,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=conflict]; hint: equal after rounding: Qwen2.5-Omni|adresso|transcript|all=0.5542 (o25_adresso_text.json) / Qwen2.5-Omni|pitt|lora_ft|conflict=0.552 (lora_pitt_oof.csv) / Qwen2.5-Omni|pcgita|?|all=0.5539 (channel_norm_pcgita.csv),,no,point,Supervised Fine-tuning,L226_757,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,26,"Where the words contradict the diagnosis, four of six models fall below chance.",four,,,,MATCH,,"count of models with conflict-arm AUC < 0.5 (M8/T1 primary files); the sentence names no dataset: holds on edaic_conflict_v2 only: edaic_conflict_v2: 4 of 6 (Qwen2-Audio 0.2280, Qwen2.5-Omni 0.2218, Qwen3-Omni 0.3008, Audio Flamingo 3 0.4235); pitt: 1 of 6 (Qwen2-Audio 0.4132)",,no,word,Abstract,L26_721,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,81,"We use E-DAIC , the extended corpus released for AVEC 2019, with 275 participants, where the binary label is the dataset's PHQ-8 based label rather than a clinical diagnosis.",275,,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,"five split nested, mean of 5 repeats (json field ans.mean)",MATCH,,"count: 281 index rows for edaic_full,edaic,edaic_mid300,edaic_mid30 carry n_spk/n = 275 (e.g. handcheck_values.csv:60)",current,no,integer,Implementation Details,L81_219,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,81,"The model hears the participant's whole interview, capped at 15 minutes for the 89 longest.",15,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L81_410,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,81,"The model hears the participant's whole interview, capped at 15 minutes for the 89 longest.",89,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L81_429,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,83,"Models hear the first 30 s, the length Qwen2-Audio accepts, so the conflict test in Table \reftab:conflict runs on the same clips for all six models.",30,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L83_751,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,87,"Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",1,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L87_110,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,87,"Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",2000,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L87_141,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,90,"Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4, for three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same 5 speaker-disjoint folds.",10^-4,0.0001,<local data dir>/release/omni_final/omnisft_adress2020_sft.json,fine-tune config lr,MATCH,,fine-tune config 'lr' across 7 omnisft/abl json files: [0.0001],current,no,sci,Implementation Details,L90_102,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,90,"Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4, for three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same 5 speaker-disjoint folds.",5,5,<local data dir>/release/omni_final/omnisft_adress2020_sft.json,fine-tune config folds,MATCH,,fine-tune config 'folds' across 7 omnisft/abl json files: [5.0],current,no,integer,Implementation Details,L90_221,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,95,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .",25,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L95_154,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,95,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .",5,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L95_167,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,97,"For Alzheimer's disease, we score the words of each segment in Pitt database with a logistic regression trained on six fluency markers from the CHAT transcription codes : type token ratio, retraces, fillers, unintelligible tokens, errors and pauses, with speaking rate excluded because it alone reaches 0.92 and would make the split trivial.",0.92,0.7082,<local data dir>/release/edaic_rerun/pitt_all_segments.csv,"speaking rate alone, clip-level rank AUC, direction-free max(auc, 1-auc) (raw auc 0.2918), kept468 segments",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=speaking_rate_alone; arm=all]; best current candidate recording|pitt|speaking_rate_alone|all = 0.7082 (speaking rate alone, clip-level rank AUC, direction-free max) rounds to 0.71; same-tier values: 0.7082 (pitt speaking rate alone, clip-level rank AUC, current); paper value equals lower-tier ALT recording|pitt|speaking_rate_alone|all = 0.92 (build_ad_conflict.py)",current,no,point,Implementation Details,L97_361,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,97,This leaves 146 segments in conflict and 322 in agreement.,146,146,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-",MATCH,,count: 87 index rows for any dataset carry n = 146 (e.g. master_lookup.csv:225),current,no,integer,Implementation Details,L97_701,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,97,This leaves 146 segments in conflict and 322 in agreement.,322,322,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09",MATCH,,count: 87 index rows for any dataset carry n = 322 (e.g. master_lookup.csv:226),current,no,integer,Implementation Details,L97_730,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,97,"The median segment fits inside the 30 s window, and 91 percent of segments have at least half their words inside it.",30,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L97_783,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,97,"The median segment fits inside the 30 s window, and 91 percent of segments have at least half their words inside it.",91,,,,UNMATCHED,,percentage with no indexed file value for context [model=Qwen2.5-Omni (default); data=any; stream=any; arm=all],,no,percent,Implementation Details,L97_801,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,101,"On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.",275,129,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MATCH,,count: 6 index rows for pitt_agematched carry n_spk/n = 275 (e.g. pitt_probe_estimators.csv:8),current,no,integer,Implementation Details,L101_285,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,101,"On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.",129,129,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MATCH,,count: 6 index rows for pitt_agematched carry n_spk/n = 129 (e.g. pitt_probe_estimators.csv:8),current,no,integer,Implementation Details,L101_300,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Clips (speakers) [clips] :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,1100,1100,<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8332)",MATCH,,count: 109 index rows for pcgita carry n = 1100 (e.g. handcheck_values.csv:23),current,no,integer,Experimental Results,L120_14,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Clips (speakers) [speakers] :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,100,100,<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8332)",MATCH,,count: 87 index rows for pcgita carry n_spk/n = 100 (e.g. handcheck_values.csv:23),current,no,integer,Experimental Results,L120_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Zero-shot Audio :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.56,0.5635,<local data dir>/release/omni_final/omni_pcgita_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=pcgita; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.5674 (pcgita PC-GITA Omni zero-shot AUC, AFTER normal, current), 0.5728 (pcgita PC-GITA Omni zero-shot AUC, BEFORE norma, current)",current,no,point,Experimental Results,L120_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Zero-shot Text :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.52,0.5246,<local data dir>/release/overnight2/text_new/o25_pcgita_text.json,"text only, one documented prompt",MATCH,,context [model=Qwen2.5-Omni; data=pcgita; stream=transcript; arm=all]; tier CONTESTED; NOTE S8: stored AUC does not reproduce from its per-clip file; rank-formula recompute gives 0.5218,CONTESTED,no,point,Experimental Results,L120_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Fine-tuned Audio :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.89,0.8862,<local data dir>/release/omni_final/omnisft_pcgita_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=pcgita; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L120_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Clips (speakers) [clips] :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,1270,1270,<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8439)",MATCH,,count: 97 index rows for neurovoz carry n = 1270 (e.g. handcheck_values.csv:24),current,no,integer,Experimental Results,L121_14,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Clips (speakers) [speakers] :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,107,107,<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8439)",MATCH,,count: 76 index rows for neurovoz carry n_spk/n = 107 (e.g. handcheck_values.csv:24),current,no,integer,Experimental Results,L121_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Zero-shot Audio :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.70,0.6951,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=neurovoz; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.7108 (neurovoz NeuroVoz Omni zero-shot AUC, BEFORE norm, current)",current,no,point,Experimental Results,L121_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Zero-shot Text :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.54,0.5371,<local data dir>/release/overnight2/text_new/o25_neurovoz_text.json,"text only, one documented prompt",MATCH,,context [model=Qwen2.5-Omni; data=neurovoz; stream=transcript; arm=all]; tier CONTESTED; NOTE S8: stored AUC does not reproduce from its per-clip file; rank-formula recompute gives 0.5372,CONTESTED,no,point,Experimental Results,L121_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Fine-tuned Audio :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.90,0.9028,<local data dir>/release/omni_final/omnisft_neurovoz_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=neurovoz; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L121_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Clips (speakers) [clips] :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,37,37,<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7411)",MATCH,,count: 88 index rows for kcl carry n = 37 (e.g. handcheck_values.csv:25),current,no,integer,Experimental Results,L122_16,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Clips (speakers) [speakers] :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,37,37,<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7411)",MATCH,,count: 88 index rows for kcl carry n_spk/n = 37 (e.g. handcheck_values.csv:25),current,no,integer,Experimental Results,L122_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Zero-shot Audio :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.71,0.7143,<local data dir>/release/omni_final/omni_kcl_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=zero_shot; arm=all]; tier current,current,no,point,Experimental Results,L122_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Zero-shot Text :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.76,0.7634,<local data dir>/release/overnight2/text_new/o25_kcl_text.csv,MDVR-KCL Qwen2.5-Omni transcript-only answer AUC,MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=transcript; arm=all]; tier current,current,no,point,Experimental Results,L122_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Fine-tuned Audio :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.70,0.6994,<local data dir>/release/omni_final/omnisft_kcl_oof.csv,"projector only fine tune, 5 fold out of fold",MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L122_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,125,E-DAIC | Clips (speakers) [clips] :: E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,275,275,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,"five split nested, mean of 5 repeats (json field ans.mean)",MATCH,,"count: 281 index rows for edaic_full,edaic,edaic_mid300,edaic_mid30 carry n = 275 (e.g. handcheck_values.csv:60)",current,no,integer,Experimental Results,L125_15,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,125,E-DAIC | Clips (speakers) [speakers] :: E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,275,,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,"five split nested, mean of 5 repeats (json field ans.mean)",MATCH,,"count: 281 index rows for edaic_full,edaic,edaic_mid300,edaic_mid30 carry n_spk/n = 275 (e.g. handcheck_values.csv:60)",current,no,integer,Experimental Results,L125_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,125,E-DAIC | Zero-shot Audio :: E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,0.83,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers",MATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",current,no,point,Experimental Results,L125_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,125,E-DAIC | Zero-shot Text :: E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,0.82,0.823,<local data dir>/release/overnight2/text_new/o25_edaicfull_text.json,"text only, one documented prompt",MATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=transcript; arm=all]; tier current; same-tier values that round differently: 0.6613 (edaic text only, one documented prompt (30 s t, current), 0.6613 (edaic text only, one documented prompt, current)",current,no,point,Experimental Results,L125_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,125,E-DAIC | Fine-tuned Audio :: E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,0.64,0.6421,<local data dir>/release/edaic_rerun/variants/sft_full_sft.json,"projector only fine tune, 5 fold out of fold AUC, 3 epochs, lr 1e-4, clip list mf_full.csv (full window capped at 900 s), E-DAIC 275 speakers [sidecar window_seconds reads 30 for all three variants, s",MATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=projector_ft; arm=all]; tier current; same-tier values that round differently: 0.6083 (edaic projector fine-tune OOF AUC, current), 0.6083 (edaic projector only fine tune, 5 fold out of , current), 0.6083 (edaic projector only, 5 folds, 3 epochs, lr 0., current), 0.6595 (edaic_mid300 projector fine-tune, 5 speaker-disjoint , current)",current,no,point,Experimental Results,L125_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Clips (speakers) [clips] :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,468,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,,count: 268 index rows for pitt carry n = 468 (e.g. handcheck_values.csv:12),current,no,integer,Experimental Results,L128_15,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Clips (speakers) [speakers] :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,227,227,<local data dir>/release/edaic_rerun/pitt_all_segments.csv,"speaking rate alone, clip-level rank AUC, direction-free max(auc, 1-auc) (raw auc 0.2918), kept468 segments",MATCH,,count: 1 index rows for pitt carry n_spk/n = 227 (e.g. handcheck_values.csv:145),current,no,integer,Experimental Results,L128_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Zero-shot Audio :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,0.66,0.6578,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.6145 (pitt Pitt arm C duration-matched WITH intervi, current), 0.6497 (pitt Pitt arm A original cut, Omni zero-shot , current), 0.6665 (pitt zero shot answer, current), 0.723 (pitt Pitt arm B interviewer removed PAR-only,, current)",current,no,point,Experimental Results,L128_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Fine-tuned Audio :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,0.77,0.7673,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,,context [model=Qwen2.5-Omni; data=pitt; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L128_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,129,ADReSSo | Clips (speakers) [clips] :: ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,237,237,<local data dir>/release/overnight/perclip/egemaps_adresso_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.6942)",MATCH,,count: 85 index rows for adresso carry n = 237 (e.g. handcheck_values.csv:27),current,no,integer,Experimental Results,L129_15,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,129,ADReSSo | Clips (speakers) [speakers] :: ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,237,237,<local data dir>/release/overnight/perclip/egemaps_adresso_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.6942)",MATCH,,count: 85 index rows for adresso carry n_spk/n = 237 (e.g. handcheck_values.csv:27),current,no,integer,Experimental Results,L129_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,129,ADReSSo | Zero-shot Audio :: ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,0.62,0.615,<local data dir>/release/omni_final/omni_adresso_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=adresso; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.6083 (adresso adresso arm C_durmatch Omni zero-shot AU, current), 0.6291 (adresso adresso arm A_orig Omni zero-shot AUC, current), 0.6302 (adresso adresso arm B_paronly Omni zero-shot AUC, current), 0.632 (adresso adresso arm published Omni zero-shot AUC, current)",current,no,point,Experimental Results,L129_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,129,ADReSSo | Zero-shot Text :: ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,0.55,0.5542,<local data dir>/release/overnight2/text_new/o25_adresso_text.json,"text only, one documented prompt",MATCH,,context [model=Qwen2.5-Omni; data=adresso; stream=transcript; arm=all]; tier current,current,no,point,Experimental Results,L129_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,129,ADReSSo | Fine-tuned Audio :: ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,0.82,0.8246,<local data dir>/release/omni_final/omnisft_adresso_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=adresso; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L129_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,130,ADReSS-2020 | Clips (speakers) [clips] :: ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,156,156,<local data dir>/release/overnight2/text_new/o25_adress2020_text.csv,"text only, pod run Sep 20 (o25_adress2020_text.csv), rank AUC recomputed here",MATCH,,count: 112 index rows for adress2020 carry n = 156 (e.g. handcheck_values.csv:8),current,no,integer,Experimental Results,L130_15,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,130,ADReSS-2020 | Clips (speakers) [speakers] :: ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,156,156,<local data dir>/release/overnight2/text_new/o25_adress2020_text.csv,"text only, pod run Sep 20 (o25_adress2020_text.csv), rank AUC recomputed here",MATCH,,count: 112 index rows for adress2020 carry n_spk/n = 156 (e.g. handcheck_values.csv:8),current,no,integer,Experimental Results,L130_20,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,130,ADReSS-2020 | Zero-shot Audio :: ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,0.62,0.6241,<local data dir>/release/omni_final/omni_adress2020_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=adress2020; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.6272 (adress2020 adress2020 arm A_orig Omni zero-shot AUC, current), 0.6313 (adress2020 adress2020 arm C_durmatch Omni zero-shot, current), 0.6524 (adress2020 adress2020 arm B_paronly Omni zero-shot , current)",current,no,point,Experimental Results,L130_27,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,130,ADReSS-2020 | Fine-tuned Audio :: ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,0.77,0.7684,<local data dir>/release/omni_final/omnisft_adress2020_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=adress2020; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L130_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
